image,num_lines,trend_1,trend_2,trend_3,trend_4,trend_5,trend_overall
1407.6600v2-Figure5-1.png,4,Line trends horizontal then decreases at a constant rate.,Line trends decreasing at a constant rate.,Line trends horizontal then decreases at a constant rate then is vertical.,Line trends decreasing at an increasing rate.,,"Line 3 and line 4 trend roughly together, line 1 trends roughly below them and line 2 below that."
1410.7690v5-Figure2-1.png,3,Line trends roughly forming and arch concave up.,Line trends roughly forming and arch concave up.,Line trends roughly forming and arch concave up.,,,Line 1 has the lowest minimum then line 2 then line 3.
1903.02184v1-Figure4-1.png,4,"Line trends decreasing at an increasing rate, then roughly decreases at a decreasing rate.","Line trends roughly decreasing at an increasing rate, then roughly decreasing at a decreasing rate.",Line trends roughly decreasing at an increasing rate then roughly decreasing at a decreasing rate.,Line trends horizontal at bottom ylabel value.,,"Line 3 trends above line 4, above line 3, line 2 and line 1 trend roughly together until mid xlabel value then they separate with line 2 above line 1."
1902.03510v2-Figure6-1.png,2,"Line trends roughly decreasing at a decreasing rate, then increasing at an increasing rate, then decreasing at a roughly decreasing rate.","Line trends roughly decreasing at a decreasing rate, then increasing at an increasing rate, then decreasing at a roughly decreasing rate.",,,,Line 1 trends above line 2 in the same manner both peaking to a global maximum at xlabel _value_.
1902.04178v1-Figure1-1.png,1,Line trends decreasing at a decreasing rate ,,,,,Line trends decreasing at a decreasing rate 
1903.07396v1-Figure11-1.png,2,Line trends alternating spiking above and below ylabel _value_ with spikes decreasing in height as xlabel increases becoming horizontal at ylabel _value_ after xlabel _value_.,Line trends alternating spiking above and below ylabel _value_ with spikes decreasing in height as xlabel increases becoming horizontal at ylabel _value_ after xlabel _value_.,,,,Line 1 and 2 trend overlapping with line 1 beginning with much larger spiking then line 2.
1903.06787v2-Figure4-1.png,1,Line trends roughly decreasing at a decreasing rate from top to bottom ylabel then trends gradually increasing at a decreasing rate.,,,,,Line trends roughly decreasing at a decreasing rate from top to bottom ylabel then trends gradually increasing at a decreasing rate.
1903.03146v1-Figure11-1.png,2,"Line trends decreasing at a constant rate, then decreases at a decreasing rate and plateaus.","Line trends decreasing at a constant rate, then decreases at a decreasing rate ",,,,"Lines begin together with line 1 decreasing more rapidly below line 2, and then they merge back together at the bottom ylabel."
1903.08566v3-Figure8-1.png,4,Line trends roughly decreasing at a decreasing rate ,Line trends roughly decreasing at a decreasing rate ,Line trends roughly decreasing at a decreasing rate ,Line trends roughly decreasing at a decreasing rate ,,Lines trend beginning on ylabel in descending order with line 4 highest and line 1 lowest they fan closer together as xlabel increases and merge at the bottom ylabel.
1903.08849v1-Figure4-1.png,4,Line trends in linear segments with varying rates overall roughly decreasing gradually at a decreasing rate.,Line trends in linear segments with varying rates overall roughly decreasing gradually at a decreasing rate.,Line trends in linear segments with varying rates overall roughly decreasing gradually at a decreasing rate.,Line trends in linear segments with varying rates overall roughly decreasing gradually at a decreasing rate.,,"Line 3 begins just above line 4, below that line 1 begins just above line 2. Line 3 and line 4 merge at xlabel _value_, and line 1 and line 2 merge together at xlabel _value_. Then all the lines merge together at xlabel _value_."
1903.11221v2-Figure12-1.png,3,Line trends increasing at an increasing rate.,Line trends roughly increasing at a constant rate.,Line trends increasing at a constant rate.,,,Line 1 trends near bottom ylabel value. Line 2 trends near mid ylabel and line 3 trends near top ylabel 
1903.09347v1-Figure10-1.png,2,Line increases in a stair pattern alternating between increasing almost vertically and horizontal ending at xlabel _value_.,"Line trends roughly in a stair pattern alternating increasing and horizontal to xlabel _value_, then it increases gradually at a constant rate.",,,,Line 1 and line 2 trend in roughly the same manner.
1903.08989v1-Figure5-1.png,3,Line trends decreasing at an increasing rate to ylabel _value_ then it trends irregular with rate changes that increase and decrease with an overall increase to ylabel _value_.,"Line trends decreasing at an increasing rate to ylabel _value_ then decreases at a decreasing rate, before increasing at a roughly decreasing rate back to ylabel _value_.","Line trends decreasing at an increasing rate, then decreasing at a constant rate then horizontal at ylabel _value_ after xlabel _value_.",,,"Lines trend together until ylabel _value_ and xlabel _value_, where line 1 trends above line 2, which then trends above line 3."
1903.11703v2-Figure6-1.png,1,Line trends roughly decreasing at a decreasing rate ,,,,,Line trends roughly decreasing at a decreasing rate 
1904.00601v2-Figure5-1.png,5,Line trends in linear segments first decreasing gradually almost horizontal then sharply increasing then increases and decreases gradually almost horizontal.,Line trends in linear segments horizontal then sharply increasing then alternates increasing and decreasing gradually.,Line trends in linear segments horizontal then sharply increasing then decreasing very gradually almost horizontal.,Line trends in linear segments first horizontal then sharply increasing then increases less steeply and decreases gradually almost horizontal.,Line trends in linear segments horizontal then sharply increasing then decreasing very gradually almost horizontal.,"All lines begin ylabel in order below ylabel _value_, with line 1 on top and line 5 on bottom and lines 3 and 4 overlapping. Then at xlabel _value_ all lines sharply increase to xlabel _value_ then overall overlap and trend horizontal staying between ylabel _value_ and _value_."
1904.05866v1-FigureA.10-1.png,3,Line trends roughly overall decreasing at a decreasing rate ,Line trends roughly overall decreasing at a decreasing rate ,Line trends roughly overall decreasing at a decreasing rate ,,,Lines begin together then line 1 decreases below line 2 and line 2 decreases below 3 and they trend evenly apart.
1904.11757v1-Figure1-1.png,2,Line is slightly noisy and trends increasing at a decreasing rate.,Line trends increasing at a decreasing rate.,,,,Line 1 and line 2 trend overlapping.
1905.03888v1-Figure25-1.png,4,"Line trends increasing at a constant rate, then increases at a slightly increasing rate.","Line trends increasing at a constant rate, then trends roughly decreasing at an increasing rate then increasing at an increasing rate, very gradually.",Line trends increasing at a constant rate then roughly increases at a very slightly decreasing rate.,"Line trends Increasing at a constant rate then trends increasing at a decreasing rate, then increasing at an increasing rate.",,All lines begin roughly together with line 1 ending at ylabel _value_ and xlabel _value_. Line 2 and 4 trend roughly overlapping with line 2 ending at xlabel _value_ below line 3.
1905.11052v1-Figure1-1.png,3,Line trends increasing at a decreasing rate just briefly then increases at a constant rate.,Line trends roughly increasing at a constant rate.,Line trends increasing at an increasing rate just briefly then increases at a constant rate,,,Line 3 trends below line 1 until it intersects and trends just above it at xlabel _value_. They trend with close to the same slope. Above them line 2 trends at a steeper slope.
1905.03960v1-Figure15-1.png,2,Line trends increasing at an increasing rate then rapidly increases at a constant rate then gradually increases at a decreasing rate and is noisy.,Line trends rapidly increasing at a decreasing rate and is noisy then at xlabel _value_ it increases vertical then is horizontal with less noise.,,,,Line 1 trends below line 2
1906.01527v5-Figure6-1.png,2,Line is slightly irregular and trend decreasing then is roughly horizontal ,Line is slightly irregular and trends roughly horizontal then increases rapidly then is roughly horizontal.,,,,Line 1 trends near top ylabel. Line 2 begins near bottom ylabel and increases to trend not far below line 1.
1906.01408v3-Figure3-1.png,2,"Line trends increasing almost vertically to ylabel _value_ then is noisy and trends roughly horizontal irregular, then decreases to bottom ylabel forms an arch concave up then increases to ylabel _value_ where it becomes irregular and is noisy and trends roughly horizontal.","Line trends vertically at beginning xlabel then roughly horizontal at bottom ylabel with noise, then noise increases and it trends roughly increasing at a decreasing rate",,,,Line 1 trends mainly staying above line 2.
1907.01538v1-Figure4-1.png,1,Line trends starting horizontal then steps down alternating vertical and horizontal with vertical decreases becoming shorter as xlabel increases then is horizontal at ylabel _value_ after xlabel _value_.,,,,,Line trends starting horizontal then steps down alternating vertical and horizontal with vertical decreases becoming shorter as xlabel increases then is horizontal at ylabel _value_ after xlabel _value_.
1907.01355v2-Figure5-1.png,4,Line trends increasing at a constant rate to xlabel _value_ then decreases at a constant rate.,"Line trends decreasing gradually at a constant rate to xlabel _value_, then changes slopes and decreases more steeply at a constant rate.",Line trends decreasing gradually at a constant rate.,"Line trends decreasing gradually at a constant rate to xlabel _value_, then changes slopes and decreases more steeply at a constant rate.",,Line 2 and line 4 trend overlapping below line 1 which trends below line 3.
1907.11039v1-Figure5-1.png,4,"Line trends irregularly with varying rates overall increasing from ylabel _value_ to ylabel _value_, then decreasing sharply to _value_, then more gradually decreasing to ylabel _value_. Then it increases very gradually with a notable spike at xlabel _value_.",Line trends irregularly at varying rates overall decreasing then gradually increasing with a notable spike up at xlabel _value_.,"Line trends irregularly at varying rates overall increasing slightly then decreasing then increasing at a decreasing rate, and decreasing at an increasing rate, then decreasing at a decreasing rate.",Line trends irregularly with varying rates overall decreasing then roughly horizontal then increases then the decreases gradually.,,"Lines 2, line 3, and line 4 trend roughly with each other above line 1. Then at xlabel _value_ line 2 drops below line 1, line 3 trends above line 1 and below line 4 and they all move gradually on ylabel across the xlabel."
1910.07361v3-Figure5-1.png,2,Line trends in linear segments with slightly varying slopes that increase overall at a roughly decreasing then increasing rate.,Line trends in linear segments with slightly varying slopes that increase overall at a roughly decreasing then increasing rate.,,,,Line 1 trends below line 2 roughly parallel but with more noticeable slope changes.
1910.10832v1-Figure1-1.png,4,Line trends horizontal at ylabel _value_.,Line trends from ylabel _value_ to ylabel _value_ increasing at a decreasing rate.,Line trends from ylabel _value_ to ylabel _value_ increasing at a decreasing rate.,Line trends from ylabel _value_ to ylabel _value_ increasing at a decreasing rate.,,All lines begin at xlabel _value_ and merge at the top ylabel at xlabel _value_.
1910.05308v2-Figure7-1.png,4,"Line is slightly noisy and trends irregular overall trending roughly horizontal then increasing sharply then roughly decreasing at an increasing rate, then horizontal then sharply increases, then roughly horizontal.","Line is slightly noisy and trends irregular overall trending roughly horizontal then increasing sharply then roughly decreasing at an increasing rate, then horizontal then sharply increases, then roughly horizontal.","Line is slightly noisy and trends irregular overall trending roughly horizontal then increasing sharply then roughly decreasing at an increasing rate, then horizontal then sharply increases, then roughly horizontal.","Line is slightly noisy and trends irregular overall trending roughly horizontal then increasing sharply then roughly decreasing at an increasing rate, then horizontal then sharply increases, then roughly horizontal.",,"Line 1 trends above line 3, line 3 above line 2, line 2 above line 4. all lines trend in the same manner with line 1 increasing at xlabel _value_ and xlabel _value_ much higher at ylabel above the other lines."
1907.10282v4-Figure6-1.png,2,Line trends with a notable downward spike from ylabel _value_ to ylabel _value_ and back up to ylabel _value_ then trends with small uneven spikes overall trending roughly increasing at a decreasing rate very gradually.,Line trends with small uneven spikes from ylabel _value_ roughly increasing at a decreasing rate overall.,,,,Line 2 trends just above line 1.
1912.01980v1-Figure8-1.png,2,Line trends roughly decreasing at an increasing rate then decreases at a decreasing rate and plateaus at ylabel _value_.,Line trends roughly decreasing at an increasing rate then decreases at a decreasing rate and plateaus at ylabel _value_.,,,,Line 1 begins near middle ylabel and line 2 begins near top ylabel and they trend closer until they overlap at the bottom ylabel.
1911.02285v1-Figure13-1.png,2,Line trends irregular with spiking noise overall increasing then roughly horizontal then decreasing then horizontal then increasing then horizontal then decreasing then horizontal ,Line trends irregular with spiking noise overall increasing then roughly horizontal then decreasing then horizontal with a notable downward spike at mid xlabel then decreases then horizontal then decreasing.,,,,Line 1 and line 2 trend roughly overlapping in the same manner with line 1 trending below from xlabel _value_ to xlabel _value_.
1911.02535v1-Figure7-1.png,4,Line increases at varying rates overall increasing at an increasing rate and then forming an arch concave down then decreasing at a decreasing rate.,Line increases at varying rates overall increasing at an increasing rate and then forming an arch concave down then decreasing at a decreasing rate.,Line increases at varying rates overall increasing at an increasing rate and then forming an arch concave down then decreasing at a decreasing rate.,Line increases at varying rates overall increasing at an increasing rate and then forming an arch concave down then decreasing at a decreasing rate.,,"All lines begin at bottom hand trend overlapping until xlabel _value_. Then line 3 increases to ylabel above line 2, which ends at ylabel just above line 4, and line 4 ends at ylabel just above line 1."
1912.07435v4-Figure1-1.png,3,"Line is noisy and trends horizontal at bottom ylabel value, then trends vertically at mid xlabel value to near top ylabel where it trends horizontal with increased noise. ",Line trends horizontal at mid ylabel value. ,"Line is noisy and trends horizontal at bottom ylabel value, then trends vertically at mid xlabel value to near top ylabel where it trends horizontal with noise. ",,,Line 1 and line 3 trend roughly overlapping.
2009.12029v1-Figure5-1.png,3,ylabel decreases roughly at a constant rate,ylabel increases at a roughly constant rate before decreasing at a roughly constant rate with some periodic fluctuations. ,ylabel increases slightly then decreases roughly at a slightly increasing rate.,,,"Lines 2 and 3 express similar starting ylabel values. Between roughly xlabel values _value_ and _value_, line 1 expresses as the upper bound. As xlabel increases above _value_, line 2 expresses as the upper bound and line 3 expresses as the lower bound. Between roughly xlabel values _value_ and _value_, line 3 expresses as the upper bound."
2009.07773v1-Figure7-1.png,1,"ylabel is roughly flat, falls sharply, increases at an increasing rate, falls sharply, increases briefly at a roughly constant rate, falls sharply, and finally increases at a decreasing rate before increasing at an increasing rate. Line expresses a lot of noise with the falling segments expressing the least amount of noise.",,,,,"Line is roughly flat, falls sharply, increases at an increasing rate, falls sharply, increases briefly at a roughly constant rate, falls sharply, and finally increases at a decreasing rate before increasing at an increasing rate. Line expresses a lot of noise with the falling segments expressing the least amount of noise."
1904.07310v1-Figure11-1.png,2,"Line trends horizontal at bottom ylabel then increases at a roughly increasing rate, then increasing at a decreasing rate to the top ylabel value.","Line trends horizontal at bottom ylabel then increases at a roughly increasing rate, then increasing at a decreasing rate plateauing at the top ylabel value.",,,,Line 1 and 2 begin and end together with line 2 increasing the ylabel first at the xlabel.
1910.05280v1-Figure3-1.png,3,"The line is noisy and has irregular fluctuations. On average, the line is roughly flat at first then shows a decrease at a decreasing rate at xlabel value of _value_ then becomes roughly flat again.","The line is noisy and has irregular fluctuations. On average, the line has a sharp initial drop then is roughly flat before starting a decrease at a decreasing rate at xlabel value of _value_.",The line is noisy and has irregular fluctuations. On average the line slowly decreases before showing a sharp decrease at xlabel value of _value_ and then becomes flat again.,,,Line 3 trends above line 2. Line 2 trends above 1. They trend together roughly overlapping after xlabel _value_.
1905.05323v1-Figure2-1.png,4,Line trends decreasing at a constant rate ,Line trends decreasing at a constant rate ,Line trends decreasing at a decreasing rate then decreases at a constant rate.,Line trends decreasing at an increasing rate then decreases at a constant rate.,,Line 2 trends parallel to line 1 above it. Line 1 trends above line 3 parallel to it after xlabel _value_. Line 4 trends below line 3 until xlabel _value_ then they trend overlapping.
1906.01195v1-Figure7-1.png,3,Line trends in two linear segments that decrease with the first segment having a slightly steeper slope then the second.,Line trends in two linear segments that decrease with the first segment having a slightly steeper slope then the second.,Line trends in two linear segments that decrease with the first segment having a slightly steeper slope then the second.,,,Line 1 trends touching line 2 just below it and they trend near the bottom ylabel. Line 3 trends near the top ylabel.
1902.08297v3-Figure1-1.png,2,Line is slightly noisy and trends decreasing at a decreasing rate.,Line trends decreasing at a decreasing rate ,,,,Line 1 and line 2 begin together then line 2 drops below line 1 and then they trend roughly parallel 
1902.09502v3-Figure12-1.png,3,Line trends roughly increasing at an increasing rate ,Line trends roughly increasing at an increasing rate ,Line trends roughly increasing at an increasing rate ,,,"Line 1 begins below line 3 then they trend together after xlabel _value_. Line 2 begins at xlabel _value_ with lines 1 and line 3, then trends below them."
1902.09467v1-Figure6-1.png,4,Line trends increasing at an increasing rate ,Line trends increasing at an increasing rate ,Line trends increasing at an increasing rate ,Line trends increasing at an increasing rate ,,All lines trend in the same manner with line 1 trending above line 2 and line 2 trending above line 3. Line 3 trends with line 4 just slightly above it after xlabel _value_.
1903.06341v1-Figure9-1.png,3,Line trends roughly horizontal at bottom ylabel with random upward spiking at varying heights reaching a high of ylabel _value_ about mid xlabel ,Line trends horizontal at bottom ylabel with occasional low spikes.,Line trends roughly horizontal at bottom ylabel.,,,All lines trend at bottom ylabel 
1903.04362v2-Figure7-1.png,5,Line trends horizontal at bottom ylabel then increases at an increasing rate then increases at a constant rate to mid ylabel.,Line trends increasing at a decreasing rate and plateaus at the top ylabel.,Line trends increasing at a decreasing rate and plateaus at the top ylabel.,Line trends increasing at a decreasing rate and plateaus at the top ylabel.,Line trends increasing at a decreasing rate and plateaus at the top ylabel.,"Line 2, line 4 and line 5 trend roughly together a little below line 3 and above line 1."
1903.07145v1-Figure10-1.png,3,Line is irregular with varying rates and decreases at a constant rate then trends overall roughly decreasing at a decreasing rate.,Line is irregular with varying rates and decreases at a constant rate then trends overall roughly decreasing at a decreasing rate.,Line is irregular with varying rates and decreases at a constant rate then trends overall roughly horizontal.,,,All lines begin decreasing at a constant rate together then line 1 drops just below line 2 near lower ylabel. Line 3 drops near mid ylabel.
1903.10950v3-Figure6-1.png,2,Line trends increasing at an increasing rate then increases at a decreasing rate roughly,Line trends increasing at an increasing rate then increases at a decreasing rate roughly,,,,Line 1 trends above line 2 and they begin at the same point.
1903.12141v9-Figure8-1.png,3,"Line trends with irregular rate changes and spiking that decreases as xlabel increases, with an over Net increase, and trending more horizontally after mid xlabel.","Line trends with irregular rate changes and spiking that decreases as xlabel increases, with an over Net increase, and trending more horizontally after mid xlabel.","Line trends with irregular rate changes and spiking that decreases as xlabel increases, with an over Net increase, and trending more horizontally after mid xlabel.",,,"Line 1 begins trending just slightly below lines 2 and 3 which roughly overlap, then they all trend roughly overlapping after mid xlabel."
1904.05853v1-Figure4-1.png,2,Line trends roughly increasing at an increasing rate.,Line trends gradually increasing near top ylabel at a roughly constant rate,,,,Line 1 trends from bottom to top ylabel below line 2. Line 2 ends about at xlabel _value_.
1904.05315v1-Figure1-1.png,3,"Line trends irregular with noise, roughly increasing from bottom ylabel gradually at a constant rate, then more rapidly increasing at an increasing rate roughly arching concave down peaking at upper ylabel around xlabel _value_ then decreasing at a decreasing rate to mid ylabel.","Line trends irregular roughly increasing from bottom ylabel gradually at a constant rate, then more rapidly increasing at an increasing rate roughly arching concave down peaking at upper ylabel around xlabel _value_ then decreasing at a decreasing rate to mid ylabel.","line trends roughly horizontal at bottom ylabel, then becomes slightly noisy after mid xlabel and increases at an increasing rate to ylabel _value_ then decreases at a decreasing rate back to bottom ylabel ",,,Line 1 and line 2 trend roughly overlapping above line 3.
1904.01336v3-Figure5-1.png,2,Line trends roughly decreasing at an increasing rate then decreases at a constant rate ,Line trends decreasing at a constant rate.,,,,Line 1 trends above line 2 parallel to it decreasing at a constant rate. They trend from top to bottom ylabel 
1904.03297v1-Figure8-1.png,2,Line trends increasing at a decreasing rate ,Line trends beginning at xlabel _value_ increasing at a decreasing rate ,,,,Line 1 trends above line 2.
1903.12110v1-Figure7-1.png,3,Line is slightly noisy and trends gradually increasing at a decreasing rate.,Line trends increasing at a constant rate.,Line is noisy and trends increasing at a decreasing rate with noise decreasing as xlabel increases.,,,"Line 2 trends above line 1, which trends above line 3."
1904.09837v3-Figure13-1.png,5,Line trends in linear segments increasing then decreasing with varying rates then is horizontal near bottom ylabel.,Line trends roughly decreasing from ylabel _value_ at a constant rate ending at xlabel _value_.,"Line trends decreasing sharply from ylabel _value_, beginning at xlabel _value_, then is horizontal at ylabel _value_.",Line is segmented linearly and trends increasing then decreasing then horizontal at ylabel _value_. ,Line is segmented linearly and trends increasing then decreasing then horizontal at ylabel _value_. Beginning at xlabel _value_ and peaking up at ylabel _value_.,Line 1 trends above line 4 and merges overlapping it from xlabel _value_. Line 5 trends overlapped by line 4. Line 3 begins at about the mid ylabel and xlabel above line 1. Line 2 begins and ends diagonally in between the beginning of lines 4 and lines 1.
1904.11296v2-Figure8-1.png,2,Line trends roughly horizontal at the bottom of the ylabel with irregular upward spiking and rate changes with a notable upward spike at xlabel _value_ and xlabel _value_.,Line trends roughly horizontal at the bottom of the ylabel with irregular upward spiking and rate changes with a notable upward spike at xlabel _value_ and xlabel _value_.,,,,Lines trend irregularly with sporadic upward spiking roughly overlapping.
1904.11326v1-Figure6-1.png,4,"Line trends roughly increasing at a decreasing rate to ylabel _value_ then is vertical at xlabel _value_, then is horizontal at ylabel _value_ ending at xlabel _value_","Line is irregular increasing to ylabel _value_, then is vertical at xlabel _value_, then horizontal at ylabel _value_, ending at xlabel _value_.","Line is irregular increasing to ylabel _value_, then is vertical at xlabel _value_, then horizontal at ylabel _value_ and ends at xlabel _value_.","Line increases at increasing rate beginning at xlabel _value_, then it increases at a decreasing rate and plateaus at ylabel _value_ after xlabel _value_.",,"Line 4 begins and ends at xlabel after the other lines. Lines 1, line 2 and line 3, begin together then slightly separate then trend together after they merge back vertical."
1904.13010v1-Figure6-1.png,4,Line trends roughly increasing at an increasing rate ,Line trends roughly increasing at an increasing rate ,Line trends roughly increasing at an increasing rate ,Line trends roughly increasing at a constant rate ,,"All lines begin together near bottom ylabel. Line 1 increases the moat rapidly to the top ylabel. Line 2 increases next above line 3, and they increase towards the middle ylabel and line 4 is below them."
1904.07394v2-Figure3-1.png,3,Line is uneven and trends roughly decreasing at a decreasing rate.,Line is uneven and trends roughly decreasing at an increasing rate then decreasing at a decreasing rate ,Line is uneven and trends roughly decreasing at a decreasing rate that decreasing at an increasing rate.,,,Line 1 and 2 begin together just below line 3. Line 1 drops and trends below line 2 and line 3 trends above line 2 until xlabel _value_ where it drops and ends with line 1.
1904.11201v1-Figure13-1.png,2,Line trends in linear segments increasing with varying slopes. Overall it increases at an increasing rate.,Line trends increasing in linear segments with slightly varying slopes.,,,,Line 2 trends more gradually overall below line 1.
1905.05957v3-Figure6-1.png,4,Line trends increasing at a constant rate ,Line trends increasing at a constant rate ,Line trends increasing at a constant rate ,Line trends increasing at a constant rate ,,Lines begin together and can apart as xlabel increases. Line 3 and line 4 trend overlapping above line 2 and below line 1.
1905.09880v1-Figure4-1.png,3,Line trends with noise increasing at a decreasing rate with noise decreasing as xlabel increases.,Line trends with noise increasing at a decreasing rate with noise decreasing as xlabel increases.,Line trends with noise increasing at a decreasing rate with noise decreasing as xlabel increases.,,,"All lines begin together at beginning xlabel line 1 increases and trends above line 2 with the smallest amount of noise to start, line 3 trends below line 2 and has the greatest amount of noise to start."
1905.07439v2-Figure1-1.png,3,Line is irregular and trends decreasing at a constant rate.,Line is irregular and trends decreasing at a constant rate.,Line is irregular and trends decreasing at a constant rate.,,,All lines trend together with line 3 slightly above line 2 and line 1 slightly below line 2.
1905.04346v1-Figure4-1.png,3,Line trends decreasing at a decreasing rate ,Line trends decreasing at a decreasing rate ,Line trends decreasing at a decreasing rate ,,,"Lines begin together then line 3 drops below line 2 and ends about xlabel _value_, line 1 drops below line 3 and ends about xlabel _value_"
1906.01121v1-Figure1-1.png,1,Line trends very noisy rapidly increasing then trends roughly horizontal around ylabel _value_ with a notable arch concave down to ylabel _value_ near xlabel _value_.,,,,,Line trends very noisy rapidly increasing then trends roughly horizontal around ylabel _value_ with a notable arch concave down to ylabel _value_ near xlabel _value_.
1906.07510v8-Figure4-1.png,3,Line trends decreasing in linear segments with an increasing between xlabel _value_ and xlabel _value_.,"Line trends in linear segments increasing to xlabel _value_, then decreasing.",Line trends in linear segments that alternate increases and decreasing.,,,Line 3 trends below line 2 increasing to trend above it briefly and then back below it around xlabel _value_. Line 1 trends above line 2.
1906.10790v1-Figure18-1.png,4,Line increases at a decreasing rate then slightly curves up and down but overall trends roughly being horizontal at ylabel _value_.,Line decreases at a decreasing rate then slightly curves up and down but overall trends roughly being horizontal at ylabel _value_.,Line increases at a decreasing rate then slightly curves up and down but overall trends roughly being horizontal at ylabel _value_.,Line decreases at a decreasing rate then slightly curves up and down but overall trends roughly being horizontal at ylabel _value_.,,Line 2 and 4 overlap. Line 1 and 3 overlap. They all roughly overlap at ylabel _value_.
1906.10855v1-Figure5-1.png,4,Line trends decreasing at a decreasing rate ,Line is irregular and trends decreasing at a decreasing rate then plateaus at the middle ylabel. ,Line decreases at a decreasing rate .,Line is irregular and trends decreasing at a decreasing rate then plateaus at the middle ylabel. ,,"Line 1 begins with line 2, and below them, line 3 begins with line 4. Then they decrease with line 2 and line 4 trend roughly together at mid ylabel, and below that line 1 trends slightly above line 3."
1906.08102v1-Figure3-1.png,2,"Line trends irregular with some noise and overall trends with a small arch concave up, then horizontal to xlabel _value_ at ylabel _value_ then roughly increasing at a decreasing rate.",Line trends irregular with some noise and overall trends with two small arch concave up and one concave down in between then roughly increasing at a decreasing rate plateauing at ylabel _value_.,,,,Line 1 trends staying just below line 2.
1907.02818v1-Figure12-1.png,5,Line is Increasing at a constant rate then trends roughly horizontal at ylabel _value_.,Line trends horizontal at ylabel _value_.,Line is Increasing at a constant rate to ylabel _value_ then decreases at a constant rate then decreases at a more gradual constant rate after xlabel _value_.,Line trends increasing at a constant rate then is roughly horizontal at ylabel _value_.,Line trends increasing at a constant rate.,All lines begin together and then all but line 2 increase together until they change rates.
1906.08867v1-Figure5-1.png,1,Line is slightly irregular and trends horizontal and ylabel _value_.,,,,,Line is slightly irregular and trends horizontal and ylabel _value_.
1906.07868v3-Figure7-1.png,2,Line trends irregular with varying rates slightly changing overall trends decreasing at a decreasing rate ,Line trends irregular with varying rates slightly changing overall trends decreasing at a decreasing rate ,,,,Lines begin together then line 1 drops and trends below line 2.
1909.08656v1-Figure2-1.png,2,Line trends irregular with varying rate changes overall staying roughly horizontal between the top ylabel _value_ and the upper mid ylabel _value_,"Line trends irregular with varying rate changes overall roughly forming two arches concave down, spiking downward with noise after each one then increases and is roughly horizontal between ylabel _value_ and ylabel _value_.",,,,Line 2 trends roughly below line 1 then intersects it about xlabel _value_ and then trends roughly above it.
1909.08041v1-Figure2-1.png,5,"Line trends increasing at a constant rate, then decreasing at a constant rate then decreases gradually at a decreasing rate.","Line trends increasing at a constant rate, then decreases gradually at a decreasing rate.","Line trends increasing at a constant rate, then decreasing at a constant rate then decreases gradually at a decreasing rate.",Line trends decreasing at an increasing rate then decreases at a decreasing rate ,Line trends increasing at a constant rate then increases at a decreasing rate then decreasing at an increasing rate then decreases at a slightly decreasing rate.,Line 3 trends just below line 1 in roughly the same manner near bottom ylabel. line 2 trends near mid ylabel and line 5 near top ylabel. Line 4 begins above line 4 and ends just above line 2.
1908.01423v1-Figure5-1.png,3,"Line trends with irregular rate changes that increase and decrease randomly, overall it trends roughly decreasing at a decreasing rate then decreasing at an increasing rate.","Line trends with irregular rate changes that increase and decrease randomly, overall it trends roughly decreasing at an increasing rate.","Line trends increasing at a constant rate then trends roughly decreasing with random irregular rate changes, then decreases at a constant rate and then horizontal at bottom ylabel.",,,All lines trend roughly together.
1908.00878v2-Figure4-1.png,3,Line trends in linear segments that increase with varying slopes overall gradually increasing.,Line trends in linear segments that increase with varying slopes overall gradually increasing.,"Line trends in linear segments roughly increasing at a decreasing rate, then increasing at an increasing rate overall",,,Line 1 and line 2 trend roughly overlapping above line 3.
1910.09043v2-Figure2-1.png,5,Line trends decreasing at a decreasing rate and is slightly irregular.,"Line trends roughly decreasing at a constant rate, and is slightly irregular ","Line trends roughly decreasing at a constant rate, and is slightly irregular ","Line trends beginnings at mid ylabel, decreasing at a decreasing rate and is slightly irregular. ",Line trends horizontal at bottom ylabel.,"Line 1 begins above line 4 which begins above line 2, which begins above line 3, then they all roughly trend together above line 5."
1911.07800v1-Figure21-1.png,4,Line trends roughly increasing at a decreasing rate ,Line trends roughly increasing at a decreasing rate ,Line trends roughly increasing at a decreasing rate ,Line trends roughly increasing at a decreasing rate ,,All lines trend roughly parallel in ascending order from top to bottom with line 2 beginning with slightly more rapid increase.
1911.08010v2-Figure3-1.png,4,Line is slightly irregular and overall trends decreasing at a decreasing rate.,Line is slightly irregular with upward spiking throughout and overall trends decreasing at a decreasing rate.,Line is slightly irregular and overall trends increasing at a decreasing rate.,Line is slightly irregular with downward spiking throughout and overall trends increasing at a decreasing rate.,,Line 1 and line 2 trend together and line 3 and line 4 trend together. They mirror each other across the ylabel and line 2 has more prominent spikes than line 4.
2010.07359v1-Figure5-1.png,5,ylabel increases roughly at a decreasing rate with some fluctuations.,ylabel decreases roughly linearly ,ylabel decreases roughly linearly ,ylabel decreases roughly linearly ,ylabel decreases roughly linearly ,Line 5 expresses as the upper bound while line 1 expresses as the lower bound. Lines 4 and 5 express similar trends with the exception of the spike in line 4 around xlabel _value_. Lines 1 and 4 both express notable spikes around xlabel _value_ with line 2 expressing a rough peak around that same xlabel.
